Portsmouth,NH,23,1,4,,,Ttest AVL and BST,Ttest AVL and Splay,Ttest Splay and BST
Amarillo,TX,1,13,15,,,,,
Amarillo,TX,1,13,15,,,,,
Amarillo,TX,1,13,15,,,,,
Amarillo,TX,1,13,15,,,,,
Amarillo,TX,1,13,15,,,,,
Amarillo,TX,1,13,15,,,,,
Amarillo,TX,1,13,15,,,,,
Amarillo,TX,1,13,15,,,,,
Amarillo,TX,1,13,15,,,,,
Amarillo,TX,1,13,15,,,,,
Amarillo,TX,1,13,15,,,,,
Amarillo,TX,1,13,15,,,,,
Amarillo,TX,1,13,15,,,,,
Childress,TX,53,22,13,,,,,
Afton,TX,17,12,16,,,,,
Aiken,TX,13,16,14,,,,,
Carey,TX,19,25,15,,,,,
Cee Vee,TX,14,29,15,,,,,
Chalk,TX,19,25,14,,,,,
Chillicothe,TX,32,20,16,,,,,
Clarendon,TX,21,26,15,,,,,
Crowell,TX,22,29,14,,,,,
Dickens,TX,19,32,17,,,,,
Dodson,TX,19,36,16,,,,,
Dougherty,TX,18,32,14,,,,,
Dumont,TX,14,27,15,,,,,
Estelline,TX,32,29,15,,,,,
Flomot,TX,17,30,15,,,,,
Floydada,TX,12,31,15,,,,,
Guthrie,TX,18,38,17,,,,,
Hedley,TX,18,37,15,,,,,
Kirkland,TX,19,22,14,,,,,
Lakeview,TX,27,15,15,,,,,
Lelia Lake,TX,13,17,14,,,,,
Lockney,TX,18,20,15,,,,,
Mcadoo,TX,14,26,14,,,,,
Matador,TX,8,26,15,,,,,
Memphis,TX,14,27,14,,,,,
Odell,TX,15,32,15,,,,,
Paducah,TX,17,25,16,,,,,
Petersburg,TX,16,22,15,,,,,
Quail,TX,18,15,17,,,,,
Quanah,TX,10,17,17,,,,,
Quitaque,TX,19,17,16,,,,,
Roaring Springs,TX,20,13,17,,,,,
Silverton,TX,23,21,12,,,,,
South Plains,TX,17,16,14,,,,,
Tell,TX,17,25,14,,,,,
Turkey,TX,18,20,15,,,,,
Abernathy,TX,49,19,16,,,,,
Amherst,TX,39,18,16,,,,,
Anton,TX,33,21,15,,,,,
Bledsoe,TX,19,17,15,,,,,
Brownfield,TX,22,26,16,,,,,
Bula,TX,16,26,16,,,,,
Crosbyton,TX,18,31,15,,,,,
Denver City,TX,18,36,15,,,,,
Enochs,TX,17,31,17,,,,,
Farwell,TX,9,34,15,,,,,
Fieldton,TX,17,29,15,,,,,
Idalou,TX,20,18,14,,,,,
Justiceburg,TX,14,32,16,,,,,
Lamesa,TX,20,18,15,,,,,
Levelland,TX,21,12,14,,,,,
Levelland,TX,1,12,14,,,,,
Littlefield,TX,18,21,14,,,,,
Loop,TX,17,17,14,,,,,
Lorenzo,TX,9,18,15,,,,,
Maple,TX,17,24,16,,,,,
Meadow,TX,22,23,14,,,,,
Morton,TX,20,28,15,,,,,
Muleshoe,TX,12,32,15,,,,,
New Deal,TX,16,22,14,,,,,
Odonnell,TX,21,25,16,,,,,
Pep,TX,23,27,14,,,,,
Plains,TX,14,22,16,,,,,
Post,TX,18,15,15,,,,,
Ralls,TX,18,17,16,,,,,
Ropesville,TX,12,21,16,,,,,
Seagraves,TX,15,20,15,,,,,
Seminole,TX,18,23,15,,,,,
Shallowater,TX,10,18,15,,,,,
Slaton,TX,17,18,13,,,,,
Ransom Canyon,TX,20,23,16,,,,,
Smyer,TX,18,20,14,,,,,
Spade,TX,19,13,15,,,,,
Spur,TX,14,21,14,,,,,
Sudan,TX,15,14,16,,,,,
Sundown,TX,11,18,15,,,,,
Tahoka,TX,15,23,12,,,,,
Tokio,TX,15,24,16,,,,,
Welch,TX,15,29,16,,,,,
Wellman,TX,13,26,14,,,,,
Whiteface,TX,13,25,16,,,,,
Whitharral,TX,10,28,16,,,,,
Wilson,TX,14,33,16,,,,,
Wolfforth,TX,17,31,15,,,,,
New Home,TX,41,23,14,,,,,
Lubbock,TX,23,19,16,,,,,
Lubbock,TX,1,19,16,,,,,
Lubbock,TX,1,19,16,,,,,
Lubbock,TX,1,19,16,,,,,
Lubbock,TX,1,19,16,,,,,
Lubbock,TX,1,19,16,,,,,
Lubbock,TX,1,19,16,,,,,
Lubbock,TX,1,19,16,,,,,
Lubbock,TX,1,19,16,,,,,
Lubbock,TX,1,19,16,,,,,
Lubbock,TX,1,19,16,,,,,
Lubbock,TX,1,19,16,,,,,
Lubbock,TX,1,19,16,,,,,
Lubbock,TX,1,19,16,,,,,
Lubbock,TX,1,19,16,,,,,
Lubbock,TX,1,19,16,,,,,
Lubbock,TX,1,19,16,,,,,
Lubbock,TX,1,19,16,,,,,
Lubbock,TX,1,19,16,,,,,
Lubbock,TX,1,19,16,,,,,
Lubbock,TX,1,19,16,,,,,
Lubbock,TX,1,19,16,,,,,
Lubbock,TX,1,19,16,,,,,
Lubbock,TX,1,19,16,,,,,
Lubbock,TX,1,19,16,,,,,
Lubbock,TX,1,19,16,,,,,
Lubbock,TX,1,19,16,,,,,
Anson,TX,33,16,16,,,,,
Aspermont,TX,23,14,16,,,,,
Avoca,TX,23,19,16,,,,,
Baird,TX,21,19,14,,,,,
Benjamin,TX,22,21,16,,,,,
Blackwell,TX,13,17,16,,,,,
Buffalo Gap,TX,17,27,15,,,,,
Clyde,TX,25,24,15,,,,,
Coahoma,TX,14,26,15,,,,,
Colorado City,TX,17,23,14,,,,,
Dunn,TX,20,33,16,,,,,
Fluvanna,TX,16,31,16,,,,,
Girard,TX,26,30,14,,,,,
Goldsboro,TX,15,30,15,,,,,
Hamlin,TX,24,29,17,,,,,
Haskell,TX,12,32,15,,,,,
Hawley,TX,14,31,15,,,,,
Hermleigh,TX,16,40,17,,,,,
Ira,TX,18,19,15,,,,,
Jayton,TX,14,19,16,,,,,
Knox City,TX,21,18,16,,,,,
Lawn,TX,17,16,15,,,,,
Loraine,TX,12,21,15,,,,,
Lueders,TX,15,18,15,,,,,
Mc Caulley,TX,23,30,15,,,,,
Maryneal,TX,17,25,15,,,,,
Merkel,TX,19,27,16,,,,,
Nolan,TX,29,23,14,,,,,
Novice,TX,20,27,16,,,,,
O Brien,TX,14,19,15,,,,,
Old Glory,TX,20,28,17,,,,,
Ovalo,TX,18,25,14,,,,,
Roby,TX,20,12,17,,,,,
Rochester,TX,24,13,15,,,,,
Roscoe,TX,18,23,17,,,,,
Rotan,TX,18,17,15,,,,,
Rule,TX,18,13,16,,,,,
Rule,TX,1,13,16,,,,,
Snyder,TX,17,23,13,,,,,
Snyder,TX,1,23,13,,,,,
Stamford,TX,14,23,14,,,,,
Sweetwater,TX,17,28,14,,,,,
Sylvester,TX,14,26,14,,,,,
Trent,TX,23,26,14,,,,,
Tuscola,TX,16,19,15,,,,,
Tye,TX,15,18,16,,,,,
Westbrook,TX,17,22,13,,,,,
Wingate,TX,19,32,15,,,,,
Winters,TX,17,29,15,,,,,
Abilene,TX,67,18,16,,,,,
Abilene,TX,1,18,16,,,,,
Abilene,TX,1,18,16,,,,,
Abilene,TX,1,18,16,,,,,
Abilene,TX,1,18,16,,,,,
Abilene,TX,1,18,16,,,,,
Dyess Afb,TX,37,34,14,,,,,
Abilene,TX,2,18,16,,,,,
Abilene,TX,1,18,16,,,,,
Abilene,TX,1,18,16,,,,,
Abilene,TX,1,18,16,,,,,
Midland,TX,28,21,14,,,,,
Midland,TX,1,21,14,,,,,
Midland,TX,1,21,14,,,,,
Midland,TX,1,21,14,,,,,
Midland,TX,1,21,14,,,,,
Midland,TX,1,21,14,,,,,
Midland,TX,1,21,14,,,,,
Midland,TX,1,21,14,,,,,
Midland,TX,1,21,14,,,,,
Midland,TX,1,21,14,,,,,
Midland,TX,1,21,14,,,,,
Ackerly,TX,19,14,16,,,,,
Andrews,TX,20,26,17,,,,,
Balmorhea,TX,16,21,17,,,,,
Barstow,TX,16,15,14,,,,,
Big Spring,TX,14,22,16,,,,,
Big Spring,TX,1,22,16,,,,,
Coyanosa,TX,18,34,14,,,,,
Crane,TX,12,29,14,,,,,
Forsan,TX,22,32,15,,,,,
Fort Davis,TX,17,32,14,,,,,
Fort Stockton,TX,14,39,13,,,,,
Gail,TX,19,34,16,,,,,
Garden City,TX,21,31,14,,,,,
Girvin,TX,14,34,15,,,,,
Goldsmith,TX,13,30,15,,,,,
Grandfalls,TX,22,29,14,,,,,
Imperial,TX,16,20,16,,,,,
Iraan,TX,8,20,17,,,,,
Kermit,TX,18,22,14,,,,,
Knott,TX,7,24,17,,,,,
Lenorah,TX,21,15,14,,,,,
Mc Camey,TX,19,28,13,,,,,
Mentone,TX,16,26,14,,,,,
Midkiff,TX,9,20,15,,,,,
Monahans,TX,24,27,14,,,,,
Gardendale,TX,29,28,13,,,,,
Notrees,TX,17,25,16,,,,,
Odessa,TX,16,27,16,,,,,
Odessa,TX,1,27,16,,,,,
Odessa,TX,1,27,16,,,,,
Odessa,TX,1,27,16,,,,,
Odessa,TX,1,27,16,,,,,
Odessa,TX,1,27,16,,,,,
Odessa,TX,1,27,16,,,,,
Odessa,TX,1,27,16,,,,,
Odessa,TX,1,27,16,,,,,
Orla,TX,23,24,15,,,,,
Pecos,TX,25,28,15,,,,,
Penwell,TX,15,25,14,,,,,
Pyote,TX,14,15,17,,,,,
Rankin,TX,8,24,15,,,,,
Royalty,TX,20,13,15,,,,,
Saragosa,TX,20,17,16,,,,,
Sheffield,TX,21,10,15,,,,,
Stanton,TX,17,22,15,,,,,
Tarzan,TX,19,21,14,,,,,
Toyah,TX,19,23,14,,,,,
Toyahvale,TX,9,24,15,,,,,
Wickett,TX,18,21,13,,,,,
Wink,TX,11,32,14,,,,,
Anthony,TX,45,21,17,,,,,
Alpine,TX,21,13,16,,,,,
Alpine,TX,1,13,16,,,,,
Alpine,TX,1,13,16,,,,,
Big Bend National Park,TX,32,21,15,,,,,
Canutillo,TX,26,28,16,,,,,
Clint,TX,22,27,16,,,,,
Dell City,TX,19,35,14,,,,,
Fabens,TX,34,32,15,,,,,
Fort Hancock,TX,12,32,14,,,,,
Marathon,TX,23,25,15,,,,,
Marfa,TX,18,26,14,,,,,
Presidio,TX,25,17,16,,,,,
Redford,TX,25,17,16,,,,,
Salt Flat,TX,20,13,15,,,,,
Sanderson,TX,22,14,17,,,,,
San Elizario,TX,12,22,15,,,,,
Shafter,TX,15,22,14,,,,,
Sierra Blanca,TX,17,16,12,,,,,
Terlingua,TX,16,23,13,,,,,
Tornillo,TX,11,20,15,,,,,
Valentine,TX,21,21,16,,,,,
Van Horn,TX,20,19,15,,,,,
El Paso,TX,34,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
El Paso,TX,1,36,16,,,,,
Arvada,CO,27,20,15,,,,,
Arvada,CO,1,20,15,,,,,
Arvada,CO,1,20,15,,,,,
Arvada,CO,1,20,15,,,,,
Arvada,CO,1,20,15,,,,,
Arvada,CO,1,20,15,,,,,
Arvada,CO,1,20,15,,,,,
Aurora,CO,25,18,17,,,,,
Aurora,CO,1,18,17,,,,,
Aurora,CO,1,18,17,,,,,
Aurora,CO,1,18,17,,,,,
Aurora,CO,1,18,17,,,,,
Aurora,CO,1,18,17,,,,,
Aurora,CO,1,18,17,,,,,
Aurora,CO,1,18,17,,,,,
Aurora,CO,1,18,17,,,,,
Aurora,CO,1,18,17,,,,,
Broomfield,CO,26,25,16,,,,,
Broomfield,CO,1,25,16,,,,,
Commerce City,CO,24,26,16,,,,,
Dupont,CO,11,30,15,,,,,
Eldorado Springs,CO,24,33,16,,,,,
Lafayette,CO,30,18,16,,,,,
Louisville,CO,23,17,15,,,,,
Louisville,CO,1,17,15,,,,,
Westminster,CO,23,17,17,,,,,
Westminster,CO,1,17,17,,,,,
Wheat Ridge,CO,14,18,16,,,,,
Wheat Ridge,CO,1,18,16,,,,,
Westminster,CO,2,17,17,,,,,
Westminster,CO,1,17,17,,,,,
Commerce City,CO,8,26,16,,,,,
Broomfield,CO,2,25,16,,,,,
Aurora,CO,2,18,17,,,,,
Aurora,CO,1,18,17,,,,,
Aurora,CO,1,18,17,,,,,
Aurora,CO,1,18,17,,,,,
Aurora,CO,1,18,17,,,,,
Aurora,CO,1,18,17,,,,,
Aurora,CO,1,18,17,,,,,
Agate,CO,16,14,14,,,,,
Bennett,CO,18,21,17,,,,,
Byers,CO,14,21,16,,,,,
Castle Rock,CO,20,24,16,,,,,
Deer Trail,CO,19,27,16,,,,,
Elbert,CO,17,31,16,,,,,
Elizabeth,CO,16,27,16,,,,,
Englewood,CO,16,25,16,,,,,
Englewood,CO,1,25,16,,,,,
Englewood,CO,1,25,16,,,,,
Franktown,CO,22,35,15,,,,,
Kiowa,CO,18,19,15,,,,,
Larkspur,CO,16,23,17,,,,,
Littleton,CO,16,20,15,,,,,
Littleton,CO,1,20,15,,,,,
Littleton,CO,1,20,15,,,,,
Littleton,CO,1,20,15,,,,,
Littleton,CO,1,20,15,,,,,
Littleton,CO,1,20,15,,,,,
Littleton,CO,1,20,15,,,,,
Littleton,CO,1,20,15,,,,,
Littleton,CO,1,20,15,,,,,
Louviers,CO,17,17,15,,,,,
Monument,CO,28,21,14,,,,,
Palmer Lake,CO,24,22,14,,,,,
Parker,CO,21,29,13,,,,,
Sedalia,CO,17,21,15,,,,,
Strasburg,CO,22,21,15,,,,,
Watkins,CO,19,29,15,,,,,
Parker,CO,5,29,13,,,,,
Englewood,CO,10,25,16,,,,,
Englewood,CO,1,25,16,,,,,
Englewood,CO,1,25,16,,,,,
Englewood,CO,1,25,16,,,,,
Littleton,CO,6,20,15,,,,,
Littleton,CO,1,20,15,,,,,
Littleton,CO,1,20,15,,,,,
Littleton,CO,1,20,15,,,,,
Littleton,CO,1,20,15,,,,,
Littleton,CO,1,20,15,,,,,
Denver,CO,15,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Denver,CO,1,37,16,,,,,
Boulder,CO,25,19,15,,,,,
Boulder,CO,1,19,15,,,,,
Boulder,CO,1,19,15,,,,,
Boulder,CO,1,19,15,,,,,
Boulder,CO,1,19,15,,,,,
Boulder,CO,1,19,15,,,,,
Boulder,CO,1,19,15,,,,,
Boulder,CO,1,19,15,,,,,
Boulder,CO,1,19,15,,,,,
Boulder,CO,1,19,15,,,,,
Boulder,CO,1,19,15,,,,,
Boulder,CO,1,19,15,,,,,
Boulder,CO,1,19,15,,,,,
Boulder,CO,1,19,15,,,,,
Boulder,CO,1,19,15,,,,,
Golden,CO,25,29,15,,,,,
Golden,CO,1,29,15,,,,,
Golden,CO,1,29,15,,,,,
Golden,CO,1,29,15,,,,,
Alma,CO,17,13,16,,,,,
Bailey,CO,16,16,16,,,,,
Black Hawk,CO,20,19,15,,,,,
Bond,CO,16,13,16,,,,,
Breckenridge,CO,22,26,14,,,,,
Buffalo Creek,CO,12,26,16,,,,,
Burns,CO,12,28,15,,,,,
Central City,CO,17,23,16,,,,,
Clark,CO,14,23,15,,,,,
Climax,CO,10,28,17,,,,,
Coalmont,CO,19,29,15,,,,,
Como,CO,14,27,16,,,,,
Conifer,CO,20,25,13,,,,,
Cowdrey,CO,10,32,14,,,,,
Dillon,CO,16,30,15,,,,,
Dumont,CO,13,28,15,,,,,
Evergreen,CO,17,34,15,,,,,
Empire,CO,16,34,16,,,,,
Evergreen,CO,2,34,15,,,,,
Fairplay,CO,23,33,13,,,,,
Fraser,CO,12,38,14,,,,,
Frisco,CO,11,32,16,,,,,
Georgetown,CO,19,22,13,,,,,
Granby,CO,18,27,16,,,,,
Grand Lake,CO,18,28,16,,,,,
Grant,CO,22,26,16,,,,,
Hartsel,CO,17,34,15,,,,,
Hot Sulphur Springs,CO,30,16,17,,,,,
Idaho Springs,CO,9,19,15,,,,,
Idledale,CO,11,20,17,,,,,
Indian Hills,CO,18,15,15,,,,,
Jamestown,CO,19,20,15,,,,,
Jefferson,CO,13,18,16,,,,,
Kittredge,CO,21,19,16,,,,,
Kremmling,CO,13,28,17,,,,,
Leadville,CO,19,23,15,,,,,
Mc Coy,CO,19,26,15,,,,,
Morrison,CO,16,28,15,,,,,
Nederland,CO,17,27,14,,,,,
Oak Creek,CO,16,23,16,,,,,
Parshall,CO,18,26,16,,,,,
Phippsburg,CO,26,24,16,,,,,
Pine,CO,16,24,14,,,,,
Pinecliffe,CO,7,24,15,,,,,
Rand,CO,22,16,15,,,,,
Rollinsville,CO,19,19,16,,,,,
Shawnee,CO,16,14,15,,,,,
Silver Plume,CO,16,20,15,,,,,
Steamboat Springs,CO,20,20,13,,,,,
Tabernash,CO,19,26,15,,,,,
Toponas,CO,19,21,14,,,,,
Walden,CO,17,22,16,,,,,
Ward,CO,10,22,13,,,,,
Winter Park,CO,23,30,16,,,,,
Yampa,CO,11,27,14,,,,,
Steamboat Springs,CO,11,20,13,,,,,
Steamboat Springs,CO,1,20,13,,,,,
Silverthorne,CO,10,22,11,,,,,
Silverthorne,CO,1,22,11,,,,,
Longmont,CO,30,12,15,,,,,
Longmont,CO,1,12,15,,,,,
Longmont,CO,1,12,15,,,,,
Longmont,CO,1,12,15,,,,,
Allenspark,CO,58,16,16,,,,,
Estes Park,CO,25,30,16,,,,,
Bellvue,CO,27,19,15,,,,,
Berthoud,CO,17,25,15,,,,,
Dacono,CO,22,29,14,,,,,
Drake,CO,20,26,13,,,,,
Erie,CO,15,30,16,,,,,
Estes Park,CO,2,30,16,,,,,
Firestone,CO,22,30,15,,,,,
Fort Collins,CO,12,34,15,,,,,
Fort Collins,CO,1,34,15,,,,,
Fort Collins,CO,1,34,15,,,,,
Fort Collins,CO,1,34,15,,,,,
Fort Collins,CO,1,34,15,,,,,
Fort Collins,CO,1,34,15,,,,,
Fort Collins,CO,1,34,15,,,,,
Fort Collins,CO,1,34,15,,,,,
Frederick,CO,13,35,15,,,,,
Glen Haven,CO,16,29,13,,,,,
Hygiene,CO,13,16,16,,,,,
Johnstown,CO,22,19,14,,,,,
Laporte,CO,20,19,16,,,,,
Livermore,CO,13,17,15,,,,,
Loveland,CO,20,18,16,,,,,
Loveland,CO,1,18,16,,,,,
Loveland,CO,1,18,16,,,,,
Lyons,CO,25,21,15,,,,,
Masonville,CO,15,25,15,,,,,
Mead,CO,18,32,14,,,,,
Milliken,CO,18,25,14,,,,,
Niwot,CO,23,23,16,,,,,
Red Feather Lakes,CO,22,15,15,,,,,
Severance,CO,23,18,15,,,,,
Timnath,CO,19,23,16,,,,,
Wellington,CO,19,25,15,,,,,
Windsor,CO,19,26,14,,,,,
Windsor,CO,1,26,14,,,,,
Fort Collins,CO,21,34,15,,,,,
Brighton,CO,22,19,14,,,,,
Ault,CO,24,19,17,,,,,
Briggsdale,CO,8,21,14,,,,,
Carr,CO,23,27,16,,,,,
Eastlake,CO,28,23,15,,,,,
Eaton,CO,22,27,16,,,,,
Evans,CO,16,25,16,,,,,
Fort Lupton,CO,26,34,14,,,,,
Galeton,CO,29,31,16,,,,,
Gilcrest,CO,17,32,15,,,,,
Gill,CO,13,30,15,,,,,
Greeley,CO,27,32,14,,,,,
Greeley,CO,1,32,14,,,,,
Greeley,CO,1,32,14,,,,,
Greeley,CO,1,32,14,,,,,
Greeley,CO,1,32,14,,,,,
Greeley,CO,1,32,14,,,,,
Henderson,CO,20,39,16,,,,,
Hudson,CO,19,10,15,,,,,
Keenesburg,CO,23,22,14,,,,,
Kersey,CO,18,25,16,,,,,
La Salle,CO,12,28,17,,,,,
Lucerne,CO,19,15,13,,,,,
Nunn,CO,18,23,17,,,,,
Orchard,CO,22,23,16,,,,,
Pierce,CO,11,25,14,,,,,
Platteville,CO,18,24,16,,,,,
Roggen,CO,20,16,13,,,,,
Weldona,CO,14,23,16,,,,,
Wiggins,CO,13,23,14,,,,,
Fort Morgan,CO,30,34,15,,,,,
Log Lane Village,CO,24,21,16,,,,,
Akron,CO,24,16,15,,,,,
Amherst,CO,20,8,16,,,,,
Atwood,CO,21,16,16,,,,,
Brush,CO,21,22,15,,,,,
Crook,CO,20,33,15,,,,,
Eckley,CO,18,27,15,,,,,
Fleming,CO,21,25,14,,,,,
Grover,CO,24,33,15,,,,,
Haxtun,CO,18,33,16,,,,,
Hereford,CO,15,40,17,,,,,
Hillrose,CO,21,42,17,,,,,
Holyoke,CO,24,6,17,,,,,
Idalia,CO,10,20,16,,,,,
Iliff,CO,15,18,16,,,,,
Julesburg,CO,13,29,17,,,,,
Lindon,CO,25,23,16,,,,,
Merino,CO,24,25,16,,,,,
New Raymer,CO,18,26,15,,,,,
Otis,CO,25,21,15,,,,,
Ovid,CO,14,24,16,,,,,
Padroni,CO,8,26,16,,,,,
Paoli,CO,15,32,15,,,,,
Peetz,CO,15,32,16,,,,,
Sedgwick,CO,14,22,15,,,,,
Snyder,CO,17,22,12,,,,,
Sterling,CO,13,18,15,,,,,
Stoneham,CO,15,19,16,,,,,
Vernon,CO,25,23,16,,,,,
Woodrow,CO,17,31,14,,,,,
Wray,CO,14,24,14,,,,,
Yuma,CO,15,29,15,,,,,
Anton,CO,44,22,14,,,,,
Arapahoe,CO,32,24,17,,,,,
Arriba,CO,24,22,16,,,,,
Bethune,CO,25,18,16,,,,,
Burlington,CO,23,24,15,,,,,
Calhan,CO,19,28,13,,,,,
Cascade,CO,21,23,14,,,,,
Cheyenne Wells,CO,25,21,14,,,,,
Cope,CO,20,29,13,,,,,
Cripple Creek,CO,19,34,16,,,,,
Divide,CO,20,30,16,,,,,
Flagler,CO,20,23,15,,,,,
Florissant,CO,18,32,15,,,,,
Fountain,CO,26,31,14,,,,,
Genoa,CO,15,30,16,,,,,
Green Mountain Falls,CO,19,28,15,,,,,
Guffey,CO,18,32,16,,,,,
Hugo,CO,24,14,16,,,,,
Joes,CO,19,24,15,,,,,
Karval,CO,14,31,16,,,,,
Kirk,CO,13,23,15,,,,,
Kit Carson,CO,12,21,15,,,,,
Limon,CO,28,17,16,,,,,
Lake George,CO,20,21,17,,,,,
Limon,CO,2,17,16,,,,,
Manitou Springs,CO,23,25,16,,,,,
Matheson,CO,15,25,15,,,,,
Peyton,CO,21,26,16,,,,,
Ramah,CO,21,16,15,,,,,
Rush,CO,24,16,14,,,,,
Seibert,CO,10,22,17,,,,,
Simla,CO,14,24,14,,,,,
Stratton,CO,20,17,15,,,,,
U S A F Academy,CO,16,23,14,,,,,
U S A F Academy,CO,1,23,14,,,,,
Victor,CO,19,22,16,,,,,
Vona,CO,11,21,15,,,,,
Wild Horse,CO,13,21,15,,,,,
Woodland Park,CO,12,34,14,,,,,
